,name,country,city,town,address,total space (sqft),colocation space (sqft),total power (MW),latitude,longitude
269,Navegalo,el salvador, San Salvador,9 Calle Poniente,,,,,13.6989939,-89.1914249
270,CoreSite,usa, GA, Marietta,1130 Powers Ferry Place,73000,,,32.3293809,-83.1137366
271,Web Werks India Pvt Ltd,india, Telangana 500084, Kondapur, Hyderabad,120000,,5.5,17.4709316,78.3324156
272,Zenlayer,brazil, 06455-000, Barueri - State of São Paulo, 3641 - Alphaville,,,,-23.501383665789472,-46.83795952105263
273,Flexential,usa, UT 84104, Salt Lake City,118 South 1000 West,22539,12512.0,0.49,,
274,Struxture,canada, BC V5T 1M4, Vancouver,55 E 7th Ave,10000,3000.0,2.5,,
275,atNorth,iceland,Sjónarhóll 6,,,,148003.0,80.0,63.9642024,-22.5387023
276,CyrusOne,usa, NC, Durham,2223 Northeast Creek Parkway,420000,220000.0,50.0,35.6729639,-79.0392919
277,Flexential,usa, GA, Alpharetta,12655 Edison Drive,142475,10000.0,6.0,32.3293809,-83.1137366
278,Netrality Data Centers,usa, PA, Philadelphia,401 North Broad Street,1300000,283744.0,40.0,40.9699889,-77.7278831
279,DartPoints,usa, NC, Asheville,100 Technology Dr ste c,23000,11200.0,,35.6729639,-79.0392919
280,Digital Realty,usa, VA 20147, Ashburn,44274 Round Table Plaza bldg l,1057000.0,,,,
281,Digital Realty,netherlands, 1098 XG Amsterdam,Science Park 121,,605373.0,175662.0,9.0,52.35598388157894,4.950453486842106
282,Equinix,spain, Barcelona, 08907 L'Hospitalet de Llobregat, 219,27151.0,,3.41,41.3828939,2.1774322
283,Equinix,germany,65933 Frankfurt am Main,,,149620.0,71042.0,,50.09827488482664,8.600775729454172
284,DataBank,usa, TX, Plano,8375 Dominion Pkwy,144000.0,72600.0,13.5,31.2638905,-98.5456116
285,Digital Realty,usa, IL, Chicago,600 South Federal Street,162000.0,161547.0,10.0,40.0796606,-89.4337288
286,Equinix,usa, CA, San Jose,7 Great Oaks Boulevard,175930.0,37231.0,14.4,36.7014631,-118.755997
287,Digital Realty,germany, 60314 Frankfurt am Main,Weismüllerstraße 38,,52000.0,,9.6,50.113769684240005,8.712718914
288,Digital Realty,spain, Madrid, 71,Calle de Albasanz,118403.0,,3.6,40.4167047,-3.7035825
289,Rackspace,usa, IL, Elk Grove Village,2200 Busse Road,70843.0,,10.2,40.0796606,-89.4337288
290,Centersquare,usa, NJ, Secaucus,15 Enterprise Avenue North,154691.0,98600.0,12.0,40.0757384,-74.4041622
292,CyrusOne,usa, OH, Hamilton,103 Knightsbridge Drive,83000.0,83000.0,9.5,40.2253569,-82.6881395
293,Equinix,australia, Fortitude Valley QLD,54-58 Alfred Street,,15460.0,8627.0,,-27.4572735,153.03626627727664
294,Equinix,hong kong, Tsuen Wan,1 Wang Wo Tsai Street,,198000.0,93708.0,28280.0,22.3716605,114.1134699
295,Equinix,usa, GA, Atlanta,450 Interstate North Parkway,87971.0,66774.0,12.0,32.3293809,-83.1137366
296,QTS Data Centers,usa, New Jersey 08854, Piscataway Township,101 Possumtown Road,360000.0,176000.0,52.0,,
297,Cologix,canada, QC, Longueuil,530 Rue Bériault,180000.0,70000.0,20.0,52.4760892,-71.8258668
298,Iron Mountain Data Centers,uk, Slough,110 Buckingham Avenue,,269097.0,,27.0,51.5111014,-0.5940682
299,Equinix,uk, Slough,352 Buckingham Avenue,,129000.0,129000.0,2200.0,51.5111014,-0.5940682
300,Digital Realty,ireland, Dublin 17, Priorswood,Clonshaugh Crescent,123785.0,,10.2,53.400360750000004,-6.209491170965708
301,Web Werks India Pvt Ltd,india, Maharashtra, Pune, Hinjawadi,43056.0,35000.0,5.0,18.9068356,75.6741579
302,365 Data Centers,usa, TX, Richardson,1001 East Campbell Road,75119.0,36729.0,6.2,31.2638905,-98.5456116
303,QTS Data Centers,usa, OR, Hillsboro,4951 Northeast Huffman Street,158000.0,85000.0,24.0,43.9792797,-120.737257
304,Digital Realty,uk, London E14 9SZ, Millharbour,Digital Realty Cloud House West (Bonnington House),119479.0,,3.0,51.5074456,-0.1277653
305,Centersquare,usa, GA, Lithia Springs,375 Riverside Parkway,86005.0,30000.0,6.3,32.3293809,-83.1137366
306,Equinix,uk, Slough,2 Buckingham Avenue,,145054.0,107639.0,21.6,51.5111014,-0.5940682
307,Equinix,australia, Adelaide SA,274 Hindley Street,,5072.0,4293.0,,-34.9281805,138.5999312
308,DataVerge,usa, NY, Brooklyn,882 3rd Avenue,50000.0,40000.0,140.0,43.1561681,-75.8449946
309,China Telecom,netherlands, 1066 VH Amsterdam,Johan Huizingalaan 759,,,,,52.3432793952381,4.830386352380952
310,365 Data Centers,usa, GA, Smyrna,5600 United Drive Southeast,77300.0,,4.0,32.3293809,-83.1137366
311,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Nanshan Qu,,,,23.1357694,113.1982688
312,Flexential,usa, TX, Plano,3500 East Plano Parkway,261425.0,156460.0,18.0,31.2638905,-98.5456116
313,Equinix,spain, Madrid, 28108 Alcobendas, 6,189896.0,53378.0,,40.4167047,-3.7035825
314,Centersquare,usa, Washington, Lynnwood,17300 Hwy 99,103920.0,62395.0,20.0,38.8950368,-77.0365427
315,Equinix,ireland, County Dublin, Ballycoolen,Northwest Business Park,113580.0,62258.0,10.08,53.40651475,-6.286667702716778
316,Equinix,canada, QC, Saint-Laurent,6205 Rue Vanden Abeele,62921.0,,,52.4760892,-71.8258668
317,CORE Data Centres,canada, ON,Markham,,41000.0,22000.0,16.0,50.000678,-86.000977
318,Equinix,usa, NJ, North Bergen,5851 West Side Avenue,163537.0,71950.0,5.6,40.0757384,-74.4041622
319,Equinix,australia, Unanderra NSW 2526,Lathe Place,,,,41663.0,-34.4546772,150.8460733
320,ManagedWay,usa, MI, Troy,319 Executive Drive,20000,10000,1.0,43.6211955,-84.6824346
321,MOD Mission Critical,usa, CA, San Jose,11 Great Oaks Boulevard,133500,,,36.7014631,-118.755997
322,Datacenter United,belgium, 3500 Hasselt,Trichterheideweg 2,,,,,50.952754,5.3506701
323,DataBank,usa, TX 77041, Houston,5170 Westway Park Blvd,160000,79520,9.0,,
325,Digital Realty,austria, 1210 Vienna,Louis-Häfliger-Gasse 10/building 1,,118000,,0.8,48.276231483898684,16.41282003036522
326,China Telecom,hong kong, Tsuen Wan, 1 Wang Wo Tsai St,Asia Tone i-Centre,,,,22.3716605,114.1134699
327,NorthC,netherlands, 3088 GG Rotterdam,Anthony Fokkerweg 40,,6458,,,51.87459615,4.44848354
328,Dynamic Internet,usa, NH, Salem,10 Delaware Drive,12000,5000,,43.4849133,-71.6553992
329,Digital Realty,belgium, Zaventem,Mercuriusstraat 27,,15800,,,50.8806207,4.4730008
330,Equinix,finland, Vantaa,Myllynkivenkuja 48,,19805,19805,10944.0,60.2933337,25.0407809
332,Les.net,canada, MB, Winnipeg,130 Portage Avenue East,,,,55.001251,-97.001038
333,Digital Realty,mexico,76294 Qro.,,,215000,,21.0,20.2771607,-99.8924207
334,H5 Data Centers,usa, OH, Cincinnati,360 Gest Street,80000,60000,,40.2253569,-82.6881395
335,DataBank,usa, TX, Dallas,400 South Akard Street,270000,107040,7.0,31.2638905,-98.5456116
336,"Ascenty, a Digital Realty Company",brazil, 02675-031, Osasco - SP, 306-744 - Vila Menck,43055.64,,6.0,-23.493941075,-46.75062385
337,Cologix,usa, FL, Jacksonville,421 West Church Street,10200,10200,,27.7567667,-81.4639835
338,Telehouse,uk, London E14 2AA,Coriander Avenue,,53820,53820,,51.5156177,-0.0919983
339,Equinix,usa, CO, Centennial,9706 East Easter Avenue,18900,12111,0.5,38.7251776,-105.607716
340,Hivelocity,spain, Madrid, 28037 Madrid, 71,,,,40.4167047,-3.7035825
341,NYI,usa, NY, New York, Hudson Street,21000,,,43.1561681,-75.8449946
342,China Telecom,china, Zhejiang, Wenzhou, Longwan District,,,,29.0000001,119.9999999
343,Hivelocity,usa, VA, Ashburn,21715 Filigree Court building f,,,,37.1232245,-78.4927721
344,Everstream,usa, MI, Grand Rapids,3950 Sparks Drive Southeast,,,,43.6211955,-84.6824346
345,Equinix,usa, TX, Houston,1515 Aldine Meadows Road,108336,76649,,31.2638905,-98.5456116
346,Lumen,usa, OR, Eugene,90470 Prairie Rd,9194,1900,,43.9792797,-120.737257
347,Digital Realty,south africa, Newlands East,Riverhorse Close,,37674,,1.6,,
348,Zenlayer,usa, CA, Los Angeles,900 Alameda Street,,,,36.7014631,-118.755997
349,"Ascenty, a Digital Realty Company",chile, Región Metropolitana, Santiago, Quilicura,11000,,15.0,-33.5036125,-70.7588544
350,H5 Data Centers,usa, OH, Cincinnati,925 Dalton Avenue,107000,,,40.2253569,-82.6881395
351,Zenlayer,spain, 28037 Madrid, 71,Calle de Albasanz,,,,40.43025999004934,-3.623521439555921
352,Equinix,usa, CA, Santa Clara,3000 Corvin Drive,23971,15290,,36.7014631,-118.755997
353,Tonaquint Datacenters,usa, ID, Boise,10215 W Emerald St,50000,13000,3.0,43.6447642,-114.015407
354,Azur Datacenter,france, Croissy-Beaubourg,4 Rue des Vieilles Vignes,,40903,22604,2.5,48.8278734,2.6584023
355,GTA Data Centers,guam, Tamuning,Gov Carlos G Camacho Rd,,"35,000+","12,000+",4.0,13.4966854,144.7772156
356,Digital Realty,germany, Frankfurt,Hanauer Landstraße 308A,,18000,,1.08,50.1106444,8.6820917
357,Cogent Communications,usa, LA, New Orleans,650 Poydras Street,450000,7812,,34.0536909,-118.242766
358,Digital Fortress,usa, WA, Tukwila,12101 Tukwila International Boulevard,45600,26400,4.0,47.2868352,-120.212613
359,MOD Mission Critical,usa, CO, Denver,1500 Champa Street,138116,,,38.7251776,-105.607716
360,MOD Mission Critical,taiwan, Taipei City, Neihu District,Ruiguang Road,160000.0,,20.0,25.0374227,121.5641067
361,China Telecom,usa, CA, Los Angeles,600 West 7th Street,6500.0,6500.0,,36.7014631,-118.755997
362,Evocative,usa, NY 10514, Chappaqua,480 N Bedford Rd,38000.0,,,,
363,China Telecom,south korea, Seoul, Gangnam-gu,Dogok 2(i)-dong,,,,37.5666791,126.9782914
364,Hut 8,canada, ON,Toronto,,15340.0,7500.0,1.0,50.000678,-86.000977
365,Lumen,usa, MO, Kansas City,1100 Walnut Street,21920.0,2363.0,,33.512691,131.304743
366,Rackspace,germany, 60388 Frankfurt am Main,Kruppstraße 121-127,,,,1.25,50.15053802148129,8.753674225065893
367,Telesystem,usa, OH, Toledo,4818 Angola Road,40000.0,1850.0,,40.2253569,-82.6881395
368,MOD Mission Critical,usa, VA, Ashburn,21711 Filigree Court,43356.0,19935.0,,37.1232245,-78.4927721
369,Hivelocity,usa, FL, Tampa,8010 Woodland Center Boulevard suite 500,,,,27.7567667,-81.4639835
370,DataBank,usa, TX 77027, Houston,4201 Southwest Freeway,112000.0,61050.0,5.25,,
371,Zenlayer,taiwan, Kaohsiung, Xinxing District,Zhongshan 1st Road,,,,22.6203348,120.3120375
372,Lumen,usa, NY, New York,601 West 26th Street,73822.0,20000.0,,43.1561681,-75.8449946
373,Flexential,usa, NC, Charlotte,10105 David Taylor Drive,62589.0,10000.0,3.3,35.6729639,-79.0392919
374,LightEdge,usa, MO, Kansas City,9050 Northeast Underground Drive,72393.0,34280.0,2.7,33.512691,131.304743
375,Digital Realty,germany,40599 Düsseldorf,,,47000.0,,23.0,51.178742927118016,6.86723699345172
376,Digital Realty,austria, 1210 Vienna,Louis-Häfliger-Gasse 10/building 2,,220000.0,,32.0,48.276231483898684,16.41282003036522
377,365 Data Centers,usa, IL, Chicago,427 South LaSalle Street,10000.0,,1.72,40.0796606,-89.4337288
378,China Mobile International Ltd,germany, Hesse, 64546 Mörfelden-Walldorf,Starkenburgstraße 12,,,,50.6080651,9.0284647
379,China Telecom,china, Guangdong,Dongguan,,,,,23.1357694,113.1982688
380,H5 Data Centers,usa, TX, San Antonio,100 Taylor Street,85000.0,50000.0,3.5,31.2638905,-98.5456116
382,Deft,uk,London,,,,,,51.5074456,-0.1277653
383,DataBank,uk, Feltham TW14 8RS, Staines Road,Westgate Estate,,26000.0,3.6,51.4442232,-0.410659
384,365 Data Centers,usa, TN, Nashville,147 4th Avenue North,,19656.0,1.33,35.7730076,-86.2820081
385,CoreSite,usa, VA, Reston,12100 Sunrise Valley Drive,201000.0,,,37.1232245,-78.4927721
386,TierPoint,usa, TN, Franklin,311 Eddy Lane,52000.0,26000.0,,35.7730076,-86.2820081
387,DataBank,usa, TX, Austin,7218 McNeil Drive,11000.0,7870.0,0.405,31.2638905,-98.5456116
388,DartPoints,usa, IN 47201, Columbus,2425 Technology Blvd,86400.0,34000.0,,,
389,CyrusOne,uk, Slough SL1 4HE,225b Bath Road,,102537.0,,18.0,51.5111014,-0.5940682
390,QTS Data Centers,usa, CA, Santa Clara,2807 Mission College Boulevard,135000.0,80000.0,7.5,36.7014631,-118.755997
391,Equinix,south korea, Seoul, Mapo-gu,Sangam-dong,898055.0,34165.0,,37.5666791,126.9782914
392,Flexential,usa, OR 97124, Hillsboro,5737 NE Huffman St,242683.0,50157.0,18.0,,
393,Element Critical,usa, VA, Vienna,7990 Quantum Drive,200000.0,70000.0,10.0,37.1232245,-78.4927721
394,Equinix,france, Pantin, 110 bis Avenue du Général Leclerc,Dachser Paris Pantin,98737.0,54358.0,,48.8965023,2.4019804
395,AtlasEdge Data Centres,uk, London, Wapping Lane, 11 Princes Court,,15134.0,4.0,51.5074456,-0.1277653
396,Digital Realty,ireland, Dublin, Kilcarbery,2 Profile Park,86111.0,,5.0,53.3493795,-6.2605593
397,H5 Data Centers,usa, WA, Quincy,1711 M Street Northeast,240000.0,240000.0,40.0,47.2868352,-120.212613
398,Hivelocity,canada, ON L5N 4J9, Mississauga,6800 Millcreek Drive,,,,51.1384082,-117.8731057
399,Hut 8,canada, BC,Vancouver,,6535.0,3175.0,0.6,55.001251,-125.002441
400,DEAC European Data Center Operator,lithuania, Vilnius City Municipality, Vilnius,J. Tiškevičiaus g. 72,,,,54.700528750000004,25.32211892035221
401,China Telecom,china, Guangdong Sheng, Shenzhen Shi, Luohu Qu,,,,23.1357694,113.1982688
402,Lumen,usa, CA, Riverside,1550 Marlborough Avenue,23000.0,6208.0,,36.7014631,-118.755997
403,Lumen,usa, OR, Bandon,96614 Wickizer Way,10000.0,2906.0,,43.9792797,-120.737257
404,China Telecom,china, Shanghai,Pudong,,,,,31.2323437,121.4691024
405,Zenlayer,china, Shanghai, Baoshan,534 Hulan Rd,,,,31.2323437,121.4691024
406,Enzu,usa, TX, Houston,1301 Fannin Street,,,,31.2638905,-98.5456116
407,MOD Mission Critical,usa, IL, Chicago,350 East Cermak Road,143630.0,50992.0,6.0,40.0796606,-89.4337288
408,"Ascenty, a Digital Realty Company",brazil, Hortolândia - State of São Paulo, 4 - Jardim Santa Izabel,Rua Papa João Paulo II,32291.73,,3.0,,
409,Enzu,usa, TX, Austin,7401 E Ben White Blvd,,,,31.2638905,-98.5456116
410,China Telecom,china, Anhui, Hefei,Shushan,,,,32.0,117.0
411,Digital Realty,brazil, São Paulo - State of São Paulo, 350 - Vila Osasco,Avenida Roberto Pinto Sobrinho,43000.0,,4.0,,
412,FirstLight,usa, ME, Portland,340 Cumberland Ave,4000.0,,,45.709097,-68.8590201
413,China Telecom,china, Guangdong, Foshan Shi,Shunde Qu,,,,23.1357694,113.1982688
414,MOD Mission Critical,usa, UT, Salt Lake City,179 Social Hall Avenue,16000.0,10610.0,0.5,39.4225192,-111.714358
415,CyberNest,usa, NJ 07047, North Bergen,5851 West Side Ave,,,,40.7967992,-74.0099504
416,"Ascenty, a Digital Realty Company",brazil, Sumaré - State of São Paulo, s/n - Parque das Industrias (Nova Veneza),Ascenty Sumaré - Rod. Anhanguera,118000.0,,14.0,,
417,Digital Realty,denmark, 2750 Ballerup,Industriparken 20,,77500.0,,4.1,55.73319558881843,12.356490905447888
418,CyrusOne,usa, TX, San Antonio,14719 Omicron Drive,175000.0,50000.0,18.0,31.2638905,-98.5456116
419,Struxture,canada, QC, Kirkland,17500 Trans-Canada Highway,103000.0,,16.5,52.4760892,-71.8258668
420,Cogent Communications,france,Dijon,,,,,,47.3215806,5.0414701
421,Performive,usa, CA, El Segundo,1920 East Maple Avenue,,,,36.7014631,-118.755997
422,China Telecom,china, Liaoning Sheng, Shenyang Shi, Heping Qu,,,,41.2374106,122.9955469
423,MOD Mission Critical,usa, TX, Houston,1301 Fannin Street,784143.0,231700.0,26.0,31.2638905,-98.5456116
424,Hivelocity,usa, PA, Philadelphia,2401 Locust St,,,,40.9699889,-77.7278831
425,Colocation America,usa, PA, Breinigsville,9999 Hamilton Blvd,250000.0,90000.0,,40.9699889,-77.7278831
426,LightEdge,usa, AZ, Phoenix,120 East Van Buren Street,5502.0,4854.0,0.51,34.395342,-111.763275
427,FirstLight,usa, NY, Victor,7890 Lehigh Crossing,2000.0,,,43.1561681,-75.8449946
429,FirstLight,usa, VT, Williston,45 Krupp Drive,20000.0,,,44.5990718,-72.5002608
430,24Shells Inc,canada, QC, Verdun,3000 Boulevard René Lévesque,,,,52.4760892,-71.8258668
431,Enzu,usa, NV, North Las Vegas,3330 E Lone Mountain Rd,,,,39.5158825,-116.853722
432,China Telecom,japan, Tokyo, Shinagawa City,Higashishinagawa,,,,35.6821936,139.762221
433,Digital Realty,sweden, 164 74 Kista, building 4,Esbogatan 11,37674.0,,3.5,59.403311,17.9442849
434,DataBank,usa, UT, Salt Lake, Bluffdale,85000.0,55780.0,6.3,39.4225192,-111.714358
435,T5 Data Centers,usa, CA, Newark,39800 Eureka Drive,128566.0,,8.5,36.7014631,-118.755997
436,China Telecom,china, Jiangsu, Wuxi, Yixing,,,,33.0000001,119.9999999
437,China Telecom,usa, CA, Santa Clara,2807 Mission College Boulevard,,,,36.7014631,-118.755997
438,Hivelocity,usa, NY, Latham,175 Old Loudon Road,11200.0,,,43.1561681,-75.8449946
439,Colocation America,usa, CA, Los Angeles,650 South Grand Avenue,66623.0,,,36.7014631,-118.755997
440,Amazon AWS,brazil, Rio de Janeiro - State of Rio de Janeiro, 10916 - Jacarepaguá,Estrada dos Bandeirantes,,,,,
441,Airtrunk,australia, Lane Cove West NSW 2066,1 Sirius Road,,312153.0,,120.0,-33.8119396,151.150078
442,Seek,australia, QLD 4814,Garbutt Townsville,,,,1.2,-25.7018233,148.8845377
443,Amazon AWS,usa, VA 20109, Manassas, 7600 Doane Drive,127700.0,,,,
444,STACK EMEA,sweden, 194 61 Upplands Väsby,Smedbyvägen 6,,8077.0,3728.0,14.4,59.498461412,17.925565604
445,Eurofiber Cloud Infra,netherlands, Groenekan,Koningin Wilhelminaweg 471,,37674.0,21527.0,,52.1234194,5.1513413
446,Amazon AWS,usa, VA 20110, Manassas,10321 Tanner Way,212017.0,,,,
447,Amazon AWS,usa, OR 97818, Boardman,73579 Lewis and Clark Drive,,,,,
448,Microsoft Azure,india, Telangana,Hyderabad,,,,,17.8495919,79.1151663
449,Amazon AWS,usa, OH 43031, Jersey Township,Beech Rd NW & Jug St Rd,170000.0,,,40.2253569,-82.6881395
450,Amazon AWS,usa, VA, Sterling,45220 Prologis Plaza,54165.0,,,37.1232245,-78.4927721
451,Amazon AWS,usa, VA 20136, Bristow,5945 Wellington Rd,,,,,
452,Amazon AWS,usa, OR 97818, Boardman,79388 Olson Rd,,,,,
453,Amazon AWS,usa, VA, Sterling,45210 Prologis Plaza,78300.0,,,37.1232245,-78.4927721
454,Oracle,switzerland,Zürich,,,,,,47.3744489,8.5410422
455,Amazon AWS,usa, VA, South Riding,43736 Clubber Lane,146000.0,,,37.1232245,-78.4927721
456,Epsilon Telecommunications,singapore,151 Lorong Chuan,,,12900.0,,,1.35205535,103.86081481098068
457,NTT Communications,hong kong, Tai Mo Shan,Route Twisk,,,,,22.4101175,114.124595
458,Stream Data Centers,usa, AZ, Goodyear,2950 South Litchfield Road,418200.0,,40.5,34.395342,-111.763275
459,Oracle,uk,London,,,,,,51.5074456,-0.1277653
460,Global Switch,spain, 28022 Madrid, 4,Calle de Yécora,235966.0,,18.0,40.43623041166253,-3.6052223461538464
461,Colt Technologies,france, Les Ulis,11 Avenue du Cap Horn,,,10269.0,,48.681708,2.1701573
462,OVHCloud,uk, Erith DA8 1EW,8 Viking Way,,,,,51.480819,0.1792322
463,NTT Communications,france, Paris,88 Champs-Élysées,,,,,48.8588897,2.3200410217200766
464,NTT Communications,usa, VA, Sterling,22451 Shaw Road,,,,37.1232245,-78.4927721
465,Telepoint,bulgaria, 1592 Sofia,"Blvd ""Asen Yordanov"" 8",,9000.0,4000.0,,42.6497498,23.2604427
466,EdgeConnex,usa, OR 97124, Hillsboro,6327 NW Evergreen Pkwy building c suite c 300,39400.0,,3.0,,
467,STACK INFRASTRUCTURE,sweden, 194 30 Upplands Väsby,Smedbyvägen 6,,60277.9,,12.0,59.517164,17.9164192
468,Serverfarm,netherlands, 1101 GB Amsterdam,Keienbergweg 22,,194000.0,,20.0,52.30919684166667,4.93596515
469,Amazon AWS,australia, Artarmon NSW,5 Broadcast Way,,,,,-33.8084051,151.184511
470,Amazon AWS,usa, VA 20147, Ashburn,44858 Interconnection Plz,150000.0,,,,
471,Amazon AWS,usa, VA 20166, Dulles,42949 Fadeley Ln,150000.0,,,41.838558,-71.425049
472,Oracle,usa, IL,Chicago,,,,,40.0796606,-89.4337288
473,IBM Cloud,usa, VA, Chantilly,4030 Lafayette Center Drive,,,,37.1232245,-78.4927721
474,Oracle,usa, VA,Ashburn,,,,,37.1232245,-78.4927721
475,NewTelco,germany, Innenstadt I,Kleyerstraße 88,,,,,53.8658954,10.685864846617516
477,Amazon AWS,usa, VA, Sterling,22520 Randolph Drive,138000.0,,,37.1232245,-78.4927721
478,STACK INFRASTRUCTURE,switzerland, 8197 Rafz,Industriestrasse,,49513.99,,10.0,47.61060581193416,8.544462493415637
479,Oracle,brazil, State of São Paulo,Vinhedo,,,,,-23.45872135,-46.542661123110825
480,Evocative,usa, CA, Emeryville,1400 65th Street,15042.0,15042.0,,36.7014631,-118.755997
481,Aligned Data Centers,usa, OR, Hillsboro,NE 30th Ave & Northeast Evergreen Road,,,72.0,43.9792797,-120.737257
482,Equinix,india, Maharashtra 400072, Mumbai, Andheri East,18357.0,,,21.5071955,78.9725097
484,Flexential,usa, FL 33634, Tampa,9417 Corporate Lake Dr,31600.0,8000.0,1.81,46.441062,-87.916286
485,Centersquare,usa, NM, Albuquerque,400 Tijeras Avenue Northwest,421290.0,30000.0,6.0,34.5802074,-105.996047
486,Equinix,india, Maharashtra 400072, Mumbai, Andheri East,32529.0,,,21.5071955,78.9725097
487,China Telecom,hong kong, Fo Tan,8 Wong Chuk Yeung Street,,,,,22.3951537,114.19810125947764
488,Digital Realty,usa, VA, Ashburn,44461 Chilum Place,222260.0,130412.0,54.0,37.1232245,-78.4927721
489,Equinix,italy, Metropolitan City of Milan, Milan, 125,18750.0,18750.0,,45.454211900000004,9.111350961779705
490,Digital Realty,uk, Watford,9-17 Caxton Way,,79000.0,,40.0,51.6553875,-0.3957425
491,DataBank,usa, CO, Centennial,6900 South Peoria Street,81900.0,31510.0,4.0,38.7251776,-105.607716
492,antage Data Centers,malaysia, Selangor,Cyberjaya,,463000.0,,31.0,3.2083304,101.304146
493,Expedient,usa, MD, Owings Mills,11155 Red Run Blvd,21754.0,8800.0,0.8,39.5162401,-76.9382069
494,Centersquare,canada, ON, Markham,4175 14th Avenue,101298.0,62884.0,6.0,50.000678,-86.000977
495,Lumen,usa, TX, Dallas,1950 Stemmons Freeway,28220.0,6253.0,12.0,31.2638905,-98.5456116
